App,Category,Size,Type,ContentRating,Genres,AndroidVersion,Reviews,Rating,Installs,Price
To,MEDICAL,15M,Free,Everyone,Medical,Varies with device,22,4.2,10000,0
Ovia Fertility Tracker & Ovulation Calculator,MEDICAL,13M,Free,Everyone,Medical,4.3 and up,53743,4.8,1000000,0
Anthem Anywhere,MEDICAL,24M,Free,Everyone,Medical,4.4 and up,2657,2.7,500000,0
Blood Donor,MEDICAL,20M,Free,Everyone,Medical,4.1 and up,4476,4.2,500000,0
My Calendar - Period Tracker,MEDICAL,14M,Free,Everyone,Medical,4.1 and up,156410,4.7,5000000,0
Youper - AI Therapy,MEDICAL,69M,Free,Everyone,Medical,6.0 and up,2006,4.6,50000,0
Zocdoc: Find Doctors & Book Appointments,MEDICAL,38M,Free,Everyone,Medical,4.3 and up,6099,4.5,500000,0
1800 Contacts - Lens Store,MEDICAL,26M,Free,Everyone,Medical,5.0 and up,23160,4.7,1000000,0
Blood Pressure Log - MyDiary,MEDICAL,2.6M,Free,Everyone,Medical,4.0 and up,8348,4.7,500000,0
PulsePoint Respond,MEDICAL,21M,Free,Everyone,Medical,4.1 and up,7837,4.5,100000,0
Ovia Parenting & Baby Development Tracker,MEDICAL,38M,Free,Everyone,Medical,4.3 and up,6185,4.7,100000,0
MyQuest for Patients,MEDICAL,16M,Free,Everyone,Medical,4.0 and up,3803,4,100000,0
OptumRx,MEDICAL,21M,Free,Everyone,Medical,4.0.3 and up,1838,3.4,100000,0
CVS Caremark,MEDICAL,10M,Free,Everyone,Medical,4.4 and up,3707,3.5,500000,0
fred's Pharmacy,MEDICAL,22M,Free,Everyone,Medical,4.0 and up,315,3,100000,0
Ada - Your Health Guide,MEDICAL,14M,Free,Everyone,Medical,4.4 and up,87418,4.7,1000000,0
mySugr: the blood sugar tracker made just for you,MEDICAL,36M,Free,Everyone,Medical,5.0 and up,21189,4.6,1000000,0
ClearCareGo Caregiver,MEDICAL,16M,Free,Everyone,Medical,4.1 and up,1746,4.2,50000,0
Pregnancy Calculator and Tracker app,MEDICAL,61M,Free,Everyone,Medical,4.1 and up,69126,4.8,1000000,0
All Mental disorders,MEDICAL,11M,Free,Everyone,Medical,4.0.3 and up,453,4.5,100000,0
DreamMapper,MEDICAL,8.5M,Free,Everyone,Medical,5.0 and up,10710,4.2,100000,0
ScriptSave WellRx Rx Discounts,MEDICAL,37M,Free,Everyone,Medical,4.4 and up,700,3.8,100000,0
Delta Dental,MEDICAL,Varies with device,Free,Everyone,Medical,5.0 and up,914,3,100000,0
Drugs.com Medication Guide,MEDICAL,Varies with device,Free,Everyone,Medical,4.4 and up,15875,4.4,1000000,0
MoodSpace,MEDICAL,22M,Free,Everyone,Medical,5.0 and up,503,4.5,50000,0
Pill Identifier and Drug list,MEDICAL,17M,Free,Everyone,Medical,4.1 and up,488,4,100000,0
HealtheLife,MEDICAL,7.7M,Free,Everyone,Medical,4.4 and up,190,3.6,100000,0
SonicCloud: Hearing App,MEDICAL,39M,Free,Everyone,Medical,4.1 and up,15,4.4,1000,0
Migraine Buddy - The Migraine and Headache tracker,MEDICAL,30M,Free,Everyone,Medical,4.0.3 and up,26862,4.7,500000,0
Period Tracker,MEDICAL,3.7M,Free,Everyone,Medical,4.1 and up,100082,4.9,1000000,0
LabCorp | Patient,MEDICAL,28M,Free,Everyone,Medical,4.1 and up,27,3.6,10000,0
Anatomy Learning - 3D Atlas,MEDICAL,16M,Free,Everyone,Medical,4.1 and up,72167,4.5,1000000,0
Super Hearing Super Ear Amplifier,MEDICAL,20M,Free,Everyone,Medical,4.1 and up,21,4.1,1000,0
Moodpath - Depression & Anxiety Test,MEDICAL,8.9M,Free,Everyone,Medical,4.4 and up,6035,4.6,100000,0
Teach Me Anatomy,MEDICAL,97M,Free,Everyone,Medical,4.1 and up,9945,4.7,500000,0
Baritastic - Bariatric Tracker,MEDICAL,12M,Free,Everyone,Medical,4.1 and up,4318,4.7,100000,0
Brilliant Distinctions®,MEDICAL,72M,Free,Everyone,Medical,4.4 and up,78,2.8,50000,0
Mayo Clinic,MEDICAL,Varies with device,Free,Everyone,Medical,Varies with device,2218,4.3,500000,0
98point6,MEDICAL,21M,Free,Everyone,Medical,5.0 and up,47,4.6,10000,0
Epocrates Plus,MEDICAL,Varies with device,Free,Everyone,Medical,4.0 and up,23889,4.3,1000000,0
MDLIVE: Talk to a Doctor 24/7,MEDICAL,27M,Free,Everyone,Medical,4.4 and up,650,3.4,100000,0
Free Blood Pressure,MEDICAL,5.7M,Free,Everyone,Medical,4.0.3 and up,7,NaN,5000,0
Super Ear,MEDICAL,6.6M,Free,Everyone,Medical,4.0 and up,3498,4,100000,0
VitusVet: Pet Health Care App,MEDICAL,12M,Free,Everyone,Medical,4.1 and up,3052,4.8,100000,0
Banfield Pet Health Tracker,MEDICAL,5.9M,Free,Everyone,Medical,4.0 and up,1747,4.2,100000,0
Dexcom G6,MEDICAL,20M,Free,Everyone,Medical,6.0 and up,45,3,5000,0
Nurse Grid,MEDICAL,15M,Free,Everyone,Medical,4.4 and up,1686,4.5,100000,0
Castlight Mobile,MEDICAL,26M,Free,Everyone,Medical,5.0 and up,529,3.7,100000,0
Sanford Guide:Antimicrobial Rx,MEDICAL,3.3M,Free,Everyone,Medical,4.1 and up,1388,4.5,100000,0
Davis's Drug Guide for Nurses,MEDICAL,44M,Free,Everyone,Medical,4.4 and up,572,4.5,50000,0
Vargo Anesthesia Mega App,MEDICAL,32M,Paid,Everyone,Medical,4.0.3 and up,92,4.6,1000,79.99
Monash Uni Low FODMAP Diet,MEDICAL,12M,Paid,Everyone,Medical,4.0 and up,1135,4.2,100000,9
mySugr: the blood sugar tracker made just for you,MEDICAL,36M,Free,Everyone,Medical,5.0 and up,21189,4.6,1000000,0
live Point,MEDICAL,17M,Free,Mature 17+,Medical,4.1 and up,54,3.6,5000,0
Tarascon Pharmacopoeia,MEDICAL,5.8M,Free,Everyone 10+,Medical,4.4 and up,275,4.4,10000,0
Official NBSTSA CST Exam Prep,MEDICAL,11M,Free,Everyone,Medical,4.4 and up,2159,4.4,10000,0
EMT-B Pocket Prep,MEDICAL,16M,Free,Everyone,Medical,4.4 and up,2951,4.5,50000,0
Human Anatomy Atlas 2018: Complete 3D Human Body,MEDICAL,25M,Paid,Everyone,Medical,5.0 and up,2921,4.5,100000,24.99
5-Minute Clinical Consult,MEDICAL,6.1M,Free,Everyone,Medical,4.1 and up,84,4.1,10000,0
Diabetes:M,MEDICAL,Varies with device,Free,Everyone,Medical,Varies with device,15545,4.6,100000,0
"Pzizz - Sleep, Nap, Focus",MEDICAL,22M,Free,Everyone,Medical,4.1 and up,5521,4.3,100000,0
HESI A2 Pocket Prep,MEDICAL,28M,Free,Everyone,Medical,4.4 and up,2108,4.3,50000,0
Johns Hopkins Guides ABX...,MEDICAL,6.3M,Free,Everyone,Medical,4.1 and up,73,4.7,10000,0
ASCCP Mobile,MEDICAL,25M,Paid,Everyone,Medical,2.2 and up,63,4.5,10000,9.99
FP Notebook,MEDICAL,60M,Free,Everyone,Medical,4.4 and up,408,4.5,50000,0
Paramedic Protocol Provider,MEDICAL,20M,Paid,Everyone 10+,Medical,4.1 and up,171,4.5,10000,10
5 Minute Clinical Consult 2019 - #1 for 25 years,MEDICAL,8.0M,Free,Everyone,Medical,4.2 and up,33,4.2,10000,0
Open Sesame - Touch Free Control,MEDICAL,20M,Free,Everyone,Medical,7.0 and up,197,4.4,10000,0
Davis's Drug Guide,MEDICAL,6.4M,Free,Everyone,Medical,4.1 and up,272,3.9,50000,0
Deep Sleep and Relax Hypnosis,MEDICAL,34M,Free,Everyone,Medical,2.2 and up,4852,4.2,100000,0
2017 EMRA Antibiotic Guide,MEDICAL,3.8M,Paid,Everyone,Medical,4.0.3 and up,12,4.4,1000,16.99
Essential Anatomy 3,MEDICAL,42M,Paid,Mature 17+,Medical,4.0.3 and up,1533,4.1,50000,11.99
EMT PASS,MEDICAL,2.4M,Paid,Everyone,Medical,4.0 and up,51,3.4,1000,29.99
Christella VoiceUp,MEDICAL,70M,Free,Everyone,Medical,4.1 and up,38,4.1,5000,0
Block Buddy,MEDICAL,5.0M,Paid,Everyone,Medical,4.0 and up,15,4,1000,14.99
Language Therapy: Aphasia,MEDICAL,28M,Paid,Everyone,Medical,4.0.3 and up,10,NaN,1000,74.99
Complete Anatomy for Android,MEDICAL,21M,Free,Everyone,Medical,7.0 and up,90,4.1,1000,0
GlassesOff,MEDICAL,38M,Free,Everyone,Medical,3.0 and up,1288,3.5,100000,0
Free Hypnosis,MEDICAL,Varies with device,Free,Everyone,Medical,Varies with device,4303,4.2,100000,0
e-Anatomy,MEDICAL,74M,Free,Everyone,Medical,4.0.3 and up,1545,4,100000,0
EMT Review Plus,MEDICAL,1.8M,Paid,Everyone,Medical,4.4W and up,199,4.5,10000,11.99
Registered Dietitian Pocket Prep,MEDICAL,12M,Free,Everyone,Medical,4.4 and up,283,4.3,5000,0
Paramedic Pocket Prep,MEDICAL,13M,Free,Everyone,Medical,4.4 and up,460,4.3,10000,0
Journal Club: Medicine,MEDICAL,Varies with device,Paid,Everyone,Medical,Varies with device,216,4.8,10000,6.99
Pedi STAT,MEDICAL,2.9M,Paid,Everyone,Medical,4.1 and up,129,4.6,10000,5.49
AnatomyMapp,MEDICAL,48M,Paid,Everyone,Medical,3.0 and up,80,4.1,5000,14.99
Diabetes & Diet Tracker,MEDICAL,19M,Paid,Everyone,Medical,5.0 and up,395,4.6,1000,9.99
A Manual of Acupuncture,MEDICAL,68M,Paid,Everyone,Medical,4.0 and up,214,3.5,1000,33.99
5 Minute Veterinary Consult: Canine & Feline,MEDICAL,6.8M,Free,Everyone,Medical,4.2 and up,17,2.3,1000,0
Wide address pocket prep,MEDICAL,12M,Free,Everyone,Medical,4.4 and up,513,4.5,5000,0
Nursing Central,MEDICAL,5.8M,Free,Everyone,Medical,4.1 and up,168,4.3,10000,0
PTA Content Master,MEDICAL,41M,Paid,Everyone,Medical,2.2 and up,64,4.2,1000,29.99
"Muscle Premium - Human Anatomy, Kinesiology, Bones",MEDICAL,25M,Paid,Everyone,Medical,4.4 and up,168,4.2,10000,24.99
Tinnitus Alleviator,MEDICAL,42M,Free,Everyone,Medical,4.1 and up,82,3.1,5000,0
"Cardiac diagnosis (heart rate, arrhythmia)",MEDICAL,6.5M,Paid,Everyone,Medical,3.0 and up,8,4.4,100,12.99
PMHNP-BC Pocket Prep,MEDICAL,13M,Free,Everyone,Medical,4.4 and up,112,4.4,1000,0
Dialysis of Drugs,MEDICAL,1.5M,Free,Everyone,Medical,4.0 and up,92,2.9,10000,0
abeoCoder,MEDICAL,3.2M,Free,Everyone,Medical,4.1 and up,83,3.1,10000,0
Saunders Comprehensive Review NCLEX-PN Examination,MEDICAL,7.7M,Free,Everyone,Medical,5.0 and up,3,3.7,5000,0
LTC AS Legal,MEDICAL,1.3M,Paid,Everyone,Medical,4.1 and up,6,4,100,39.99
Lippincott Nursing Advisor,MEDICAL,26M,Free,Everyone,Medical,4.1 and up,343,3.8,50000,0
Medical ID - In Case of Emergency (ICE),MEDICAL,5.4M,Paid,Everyone,Medical,5.0 and up,717,4.6,5000,5.99
Official NBSTSA CSFA Exam Prep,MEDICAL,11M,Free,Everyone,Medical,4.4 and up,137,4.4,1000,0
IBM Micromedex Drug Info,MEDICAL,9.5M,Paid,Everyone,Medical,4.0 and up,206,3.8,10000,2.99
Advanced Comprehension Therapy,MEDICAL,62M,Paid,Everyone,Medical,4.0.3 and up,3,NaN,100,24.99
Hospitalist Handbook,MEDICAL,18M,Paid,Everyone,Medical,4.1 and up,12,4.8,1000,19.99
Dosecast - Medication Reminder,MEDICAL,Varies with device,Free,Everyone,Medical,Varies with device,4107,4.3,100000,0
Visualmed,MEDICAL,3.1M,Paid,Everyone,Medical,4.1 and up,0,NaN,1,2.99
ABG Master,MEDICAL,1.8M,Paid,Everyone,Medical,4.1 and up,2,NaN,50,0.99
OrthoFlow,MEDICAL,66M,Paid,Everyone,Medical,4.2 and up,0,NaN,10,5.99
Be the Expert in Phlebotomy - Professional Nursing,MEDICAL,5.0M,Paid,Everyone,Medical,4.0.3 and up,0,NaN,1,0.99
JH Blood Pressure Monitor,MEDICAL,2.9M,Free,Everyone,Medical,4.0.3 and up,9,3.7,500,0
Sway Medical,MEDICAL,22M,Free,Everyone,Medical,5.0 and up,3,5,100,0
Exposure Ed,MEDICAL,16M,Free,Everyone,Medical,4.4 and up,2,3,500,0
Nucleus Smart,MEDICAL,19M,Free,Everyone,Medical,5.0 and up,20,3.7,1000,0
Penn State Health OnDemand,MEDICAL,40M,Free,Everyone,Medical,4.0.3 and up,0,NaN,50,0
Breastfeeding Tracker Baby Log,MEDICAL,23M,Free,Everyone,Medical,5.0 and up,6,NaN,100,0
Lego Ninjago Wallpaper,MEDICAL,15M,Free,Everyone,Medical,3.0 and up,2,NaN,100,0
RT 516 VET,MEDICAL,29M,Free,Everyone,Medical,4.0.3 and up,0,NaN,10,0
EXOGEN Connects (US),MEDICAL,16M,Free,Everyone,Medical,4.1 and up,0,NaN,10,0
Full Code - Emergency Medicine Simulation,MEDICAL,65M,Free,Everyone,Medical,5.0 and up,0,NaN,100,0
Maricopa AH,MEDICAL,29M,Free,Everyone,Medical,4.0.3 and up,0,NaN,100,0
Dare EMS Protocols,MEDICAL,20M,Free,Everyone 10+,Medical,4.1 and up,0,NaN,10,0
Pediatric Emergency Guide,MEDICAL,3.8M,Free,Everyone,Medical,4.4 and up,0,NaN,100,0
Weill Cornell Medicine,MEDICAL,19M,Free,Everyone,Medical,5.0 and up,0,NaN,50,0
Doctors Care,MEDICAL,25M,Free,Everyone,Medical,4.4 and up,0,NaN,10,0
PCOS Guide - Fight PCOS naturally,MEDICAL,5.1M,Free,Everyone,Medical,5.0 and up,0,NaN,100,0
EVA - Menstrual calendar and fertility,MEDICAL,16M,Free,Everyone,Medical,4.1 and up,25,NaN,1000,0
Hello Face,MEDICAL,1.5M,Free,Everyone,Medical,4.4 and up,0,NaN,10,0
Cochrane Library,MEDICAL,10.0M,Free,Everyone,Medical,4.1 and up,3,3.7,100,0
Labs on Demand,MEDICAL,22M,Free,Everyone,Medical,4.2 and up,1,5,10,0
Diabetes Testing,MEDICAL,3.6M,Free,Mature 17+,Medical,4.0.3 and up,1,NaN,500,0
GGDE: Prevent & Beat Depression Symptoms,MEDICAL,20M,Free,Everyone,Medical,4.0 and up,2,NaN,50,0
Dermatology Atlas (Colored & Illustrative),MEDICAL,20M,Free,Everyone,Medical,4.1 and up,3,5,100,0
Jaylex,MEDICAL,13M,Free,Everyone,Medical,4.2 and up,0,NaN,10,0
Tablet Reminder,MEDICAL,2.5M,Free,Everyone,Medical,4.1 and up,4,5,5,0
Clinical Pharmacology,MEDICAL,3.6M,Free,Everyone,Medical,4.1 and up,0,NaN,10,0
Galaxies of Hope,MEDICAL,24M,Free,Everyone,Medical,4.1 and up,2,5,50,0
Smartshading AI,MEDICAL,10M,Free,Everyone,Medical,4.1 and up,0,NaN,10,0
KBA-EZ Health Guide,MEDICAL,25M,Free,Everyone,Medical,4.0.3 and up,4,5,1,0
FoothillsVet,MEDICAL,29M,Free,Everyone,Medical,4.0.3 and up,2,5,50,0
Eversense,MEDICAL,17M,Free,Everyone,Medical,4.4 and up,3,NaN,100,0
PrimeDelivery,MEDICAL,53M,Free,Everyone,Medical,4.1 and up,3,5,10,0
You're an Anime,MEDICAL,83M,Free,Everyone,Medical,5.0 and up,2,5,10,0
Anatomy & Physiology Vocabulary Exam Review App,MEDICAL,4.6M,Free,Everyone,Medical,4.0 and up,1,5,5,0
Drug Calculator,MEDICAL,4.6M,Free,Everyone,Medical,4.4 and up,0,NaN,10,0
HACH Cares,MEDICAL,28M,Free,Everyone,Medical,4.0.3 and up,0,NaN,10,0
WAH 247,MEDICAL,29M,Free,Everyone,Medical,4.0.3 and up,0,NaN,1,0
CT Scan Cross Sectional Anatomy,MEDICAL,46M,Free,Everyone,Medical,4.1 and up,10,4.3,100,0
VetCode,MEDICAL,5.7M,Free,Everyone,Medical,4.4 and up,28,4.9,5000,0
ear super hearing,MEDICAL,1.4M,Free,Everyone,Medical,4.0 and up,0,NaN,5,0
Traditional Chinese Medicine Fangfang Liangfang Daquan - Practical and ancient Chinese medicine and old prescriptions for the treatment of various incurable diseases,MEDICAL,12M,Free,Everyone,Medical,4.0 and up,1,NaN,10,0
COPD GOLD 2017,MEDICAL,2.2M,Free,Everyone,Medical,4.0 and up,5,NaN,10,0
Summit Medical Video Visits,MEDICAL,27M,Free,Everyone,Medical,4.1 and up,0,NaN,10,0
ExtendedCare Virtual Care Room,MEDICAL,18M,Free,Everyone,Medical,5.1 and up,0,NaN,5,0
Lord Fairfax EMS Council,MEDICAL,30M,Free,Everyone,Medical,4.0.3 and up,0,NaN,50,0
MyWoundDoctor - Provider,MEDICAL,3.5M,Free,Everyone,Medical,5.0 and up,0,NaN,1,0
NCLEX Multi-topic Nursing Exam Review-Quiz & notes,MEDICAL,4.2M,Free,Everyone,Medical,4.0.3 and up,1,5,10,0
Warfarin Dose Calculator,MEDICAL,6.9M,Free,Everyone,Medical,4.1 and up,0,NaN,50,0
Renesas PMA,MEDICAL,6.6M,Free,Everyone,Medical,4.4 and up,0,NaN,5,0
Pediatric Nursing,MEDICAL,7.0M,Free,Everyone,Medical,4.0.3 and up,14,4.9,100,0
Interpret Chest X-Ray With 100 Cases,MEDICAL,11M,Free,Everyone,Medical,4.1 and up,5,4.6,100,0
Basics of Orthopaedics,MEDICAL,5.6M,Free,Everyone,Medical,4.1 and up,1,5,10,0
4 Paws PH,MEDICAL,29M,Free,Everyone,Medical,4.0.3 and up,1,NaN,5,0
high cholesterol levels,MEDICAL,3.3M,Free,Everyone,Medical,4.1 and up,0,NaN,100,0
Thyroid Nodules,MEDICAL,20M,Free,Everyone,Medical,4.3 and up,0,NaN,10,0
Training course: Learn Nursing,MEDICAL,7.0M,Free,Everyone,Medical,4.1 and up,0,NaN,100,0
Familyfirst Messenger,MEDICAL,3.3M,Free,Everyone,Medical,4.4 and up,1,4,10,0
14thStreetVet,MEDICAL,29M,Free,Everyone,Medical,4.0.3 and up,0,NaN,5,0
Clinic Doctor EHr,MEDICAL,7.1M,Free,Everyone,Medical,8.0 and up,2,5,5,0
OMD Protocols,MEDICAL,Varies with device,Free,Everyone,Medical,Varies with device,0,NaN,10,0
Teladoc Member,MEDICAL,23M,Free,Everyone,Medical,4.3 and up,2094,4,500000,0
Anthem BC Anywhere,MEDICAL,24M,Free,Everyone,Medical,4.4 and up,496,2.6,100000,0
Ada - Your Health Guide,MEDICAL,14M,Free,Everyone,Medical,4.4 and up,87418,4.7,1000000,0
Ovia Fertility Tracker & Ovulation Calculator,MEDICAL,13M,Free,Everyone,Medical,4.3 and up,53747,4.8,1000000,0
My Cancer Coach,MEDICAL,34M,Free,Everyone,Medical,4.0.3 and up,44,4.3,10000,0
IHSS Help,MEDICAL,4.3M,Free,Everyone,Medical,5.0 and up,10,4.7,1000,0
mobileRx Pharmacy,MEDICAL,43M,Free,Everyone,Medical,3.0 and up,124,2.5,10000,0
Youper - AI Therapy,MEDICAL,69M,Free,Everyone,Medical,6.0 and up,2014,4.6,50000,0
MoodSpace,MEDICAL,22M,Free,Everyone,Medical,5.0 and up,503,4.5,50000,0
Super Hearing Super Ear Amplifier,MEDICAL,20M,Free,Everyone,Medical,4.1 and up,21,4.1,1000,0
BURST Professionals,MEDICAL,25M,Free,Everyone,Medical,4.2 and up,11,4.5,1000,0
LactMed,MEDICAL,2.0M,Free,Everyone,Medical,3.0 and up,573,4.3,100000,0
Penn State Health OnDemand,MEDICAL,40M,Free,Everyone,Medical,4.0.3 and up,0,NaN,50,0
ScriptSave WellRx Rx Discounts,MEDICAL,37M,Free,Everyone,Medical,4.4 and up,700,3.8,100000,0
Blue CareOnDemand,MEDICAL,40M,Free,Everyone,Medical,4.0.3 and up,163,4.4,10000,0
HHS,MEDICAL,4.3M,Free,Everyone,Medical,4.0 and up,0,NaN,500,0
Free Blood Pressure,MEDICAL,5.7M,Free,Everyone,Medical,4.0.3 and up,7,NaN,5000,0
Every disease has a drug without internet,MEDICAL,4.0M,Free,Everyone,Medical,4.1 and up,44,NaN,10000,0
PulsePoint AED,MEDICAL,17M,Free,Everyone,Medical,4.0.3 and up,330,4.5,50000,0
All Mental disorders,MEDICAL,11M,Free,Everyone,Medical,4.0.3 and up,453,4.5,100000,0
Deaf Interpreter,MEDICAL,4.4M,Free,Everyone,Medical,3.0 and up,24,3.8,1000,0
Nurse Grid,MEDICAL,15M,Free,Everyone,Medical,4.4 and up,1686,4.5,100000,0
High Blood Pressure Symptoms,MEDICAL,2.3M,Free,Everyone,Medical,3.0 and up,531,4,100000,0
MedStar eVisit,MEDICAL,40M,Free,Everyone,Medical,4.0.3 and up,20,4.5,5000,0
Blood Pressure(BP) Diary,MEDICAL,8.4M,Free,Everyone,Medical,4.0.3 and up,3596,3.7,1000000,0
REDCap Mobile App,MEDICAL,11M,Free,Everyone,Medical,4.3 and up,56,4.3,10000,0
JH Blood Pressure Monitor,MEDICAL,2.9M,Free,Everyone,Medical,4.0.3 and up,9,3.7,500,0
Blood Pressure,MEDICAL,2.4M,Free,Everyone,Medical,2.3 and up,10,NaN,1000,0
VITAS Hospice Referral App for Healthcare Pros,MEDICAL,15M,Free,Everyone,Medical,5.0 and up,27,4.4,5000,0
AAFP,MEDICAL,24M,Free,Everyone,Medical,5.0 and up,63,3.8,10000,0
RT 516 VET,MEDICAL,29M,Free,Everyone,Medical,4.0.3 and up,0,NaN,10,0
Anthem Anywhere,MEDICAL,24M,Free,Everyone,Medical,4.4 and up,2657,2.7,500000,0
Sway Medical,MEDICAL,22M,Free,Everyone,Medical,5.0 and up,3,5,100,0
Airway Ex - Intubate. Anesthetize. Train.,MEDICAL,86M,Free,Everyone,Medical,5.0 and up,123,4.3,10000,0
myvi by,MEDICAL,Varies with device,Free,Everyone,Medical,Varies with device,122,3.8,10000,0
fred's Pharmacy,MEDICAL,22M,Free,Everyone,Medical,4.0 and up,315,3,100000,0
420 BZ Budeze Delivery,MEDICAL,11M,Free,Mature 17+,Medical,4.1 and up,2,5,100,0
Fever Meter,MEDICAL,975k,Free,Everyone,Medical,2.2 and up,26,3.6,5000,0
Super Ear Super Hearing,MEDICAL,980k,Free,Everyone,Medical,4.0 and up,122,4,10000,0
Blood Pressure Monitor,MEDICAL,6.0M,Free,Everyone,Medical,4.4 and up,17,4.3,10000,0
BELONG Beating Cancer Together,MEDICAL,20M,Free,Teen,Medical,4.3 and up,623,4.7,50000,0
BP Journal - Blood Pressure Diary,MEDICAL,26M,Free,Everyone,Medical,4.4 and up,6,5,1000,0
TelaDoc,MEDICAL,13M,Free,Everyone,Medical,5.0 and up,6,4.7,1000,0
Breastfeeding Tracker Baby Log,MEDICAL,23M,Free,Everyone,Medical,5.0 and up,6,NaN,100,0
Blood Pressure - Stay Healthy,MEDICAL,2.7M,Free,Everyone,Medical,4.0.3 and up,7,4.6,1000,0
ConnectLine,MEDICAL,4.2M,Free,Everyone,Medical,2.3.3 and up,253,3.1,50000,0
Club,MEDICAL,28M,Free,Everyone,Medical,4.0.3 and up,3786,4.4,50000,0
Zen Leaf,MEDICAL,6.1M,Free,Mature 17+,Medical,4.1 and up,1,5,100,0
Homeopathic Medicine Finder,MEDICAL,15M,Free,Everyone,Medical,4.0 and up,10,3.6,1000,0
Patient Portal,MEDICAL,1.2M,Free,Everyone,Medical,4.0.3 and up,66,2.8,50000,0
Nemours CareConnect,MEDICAL,37M,Free,Everyone,Medical,4.0.3 and up,65,4.4,10000,0
Banfield Pet Health Tracker,MEDICAL,5.9M,Free,Everyone,Medical,4.0 and up,1747,4.2,100000,0
tökr,MEDICAL,14M,Free,Everyone,Medical,4.1 and up,17,4.6,1000,0
Low Blood Pressure Symptoms,MEDICAL,2.3M,Free,Everyone,Medical,3.0 and up,28,4.2,10000,0
PatientPORTAL by InteliChart,MEDICAL,32M,Free,Everyone,Medical,5.0 and up,1,NaN,500,0
Hypertension High blood pressure,MEDICAL,2.7M,Free,Everyone,Medical,4.0.3 and up,292,3.8,100000,0
Fever Care,MEDICAL,2.2M,Free,Everyone,Medical,4.0.3 and up,19,3.5,5000,0
1800 Contacts - Lens Store,MEDICAL,26M,Free,Everyone,Medical,5.0 and up,23160,4.7,1000000,0
Facebook,SOCIAL,Varies with device,Free,Teen,Social,Varies with device,78158306,4.1,1000000000,0
Instagram,SOCIAL,Varies with device,Free,Teen,Social,Varies with device,66577313,4.5,1000000000,0
Facebook Lite,SOCIAL,Varies with device,Free,Teen,Social,Varies with device,8606259,4.3,500000000,0
"Messages, Text and Video Chat for Messenger",SOCIAL,4.0M,Free,Everyone,Social,4.1 and up,49173,4.4,10000000,0
Tumblr,SOCIAL,Varies with device,Free,Mature 17+,Social,Varies with device,2955326,4.4,100000000,0
All Social Networks,SOCIAL,1.5M,Free,Everyone,Social,4.0 and up,22492,4.2,1000000,0
Snapchat,SOCIAL,Varies with device,Free,Teen,Social,Varies with device,17014787,4,500000000,0
Social network all in one 2018,SOCIAL,3.7M,Free,Everyone,Social,4.0 and up,1403,4.3,100000,0
Pinterest,SOCIAL,Varies with device,Free,Teen,Social,Varies with device,4305441,4.6,100000000,0
TextNow - free text + calls,SOCIAL,Varies with device,Free,Everyone,Social,Varies with device,441189,4.4,10000000,0
Google+,SOCIAL,Varies with device,Free,Teen,Social,Varies with device,4831125,4.2,1000000000,0
The Messenger App,SOCIAL,2.8M,Free,Everyone,Social,4.1 and up,4919,4.4,1000000,0
Messenger Pro,SOCIAL,3.9M,Free,Everyone,Social,4.1 and up,13762,4.4,1000000,0
"Free Messages, Video, Chat,Text for Messenger Plus",SOCIAL,3.1M,Free,Teen,Social,4.3 and up,6086,4.3,1000000,0
Telegram X,SOCIAL,Varies with device,Free,Teen,Social,Varies with device,70616,4.6,5000000,0
The Video Messenger App,SOCIAL,2.8M,Free,Everyone,Social,4.1 and up,1200,4.4,100000,0
